"","acceptedNameUsage","accessRights","adm1","adm2","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationID","lon","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate"
"156",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"3854","Pinopsida",194,"Alto São Roque., Santa Catarina, Brazil","FURB",NA,NA,NA,"Brazil",73,NA,"b9a43c60-d2b6-445c-9362-2db65465c963","FURB - Herbário Dr. Roberto Miguel Klein","2008-11-20T00:00:00.000+0000",20,NA,NA,NA,NA,NA,717,0,NA,NA,"2008-11-20T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077382912","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verdi, M","BRA:FURB:FURB:0000003854",NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,NA,NA,"BR",1077382912,"Plantae",6,"pt","2017-10-30T14:09:12.948+0000","2017-10-30T14:09:28.403+0000","2017-10-30T14:09:13.058+0000",-27.361111,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Alto São Roque.",NA,NA,-51.567778,NA,11,"Capinzal",NA,NA,NA,NA,"BRA:FURB:FURB:0000003854","Florística IFFSC 398",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","34e6e625-47cf-4d42-8054-af0c2f1b6e64","Verdi, M.","1014",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FURB - Herbário Dr. Roberto Miguel Klein",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2008,2017-11-13
"157",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"45861","Pinopsida",194,"Canoas / Fazenda Gateados., Santa Catarina, Brazil","FURB",NA,NA,NA,"Brazil",73,NA,"b9a43c60-d2b6-445c-9362-2db65465c963","FURB - Herbário Dr. Roberto Miguel Klein","2008-12-15T00:00:00.000+0000",15,NA,NA,NA,NA,NA,845,0,NA,NA,"2008-12-15T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077424891","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verdi, M","BRA:FURB:FURB:0000045861",NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,NA,NA,"BR",1077424891,"Plantae",6,"pt","2017-10-30T14:09:45.043+0000","2017-10-30T14:10:28.932+0000","2017-10-30T14:09:45.081+0000",-28.035,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Canoas / Fazenda Gateados.",NA,NA,-50.849722,NA,12,"Campo Belo do Sul",NA,NA,NA,NA,"BRA:FURB:FURB:0000045861","Florística IFFSC 677",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","34e6e625-47cf-4d42-8054-af0c2f1b6e64","Verdi, M.","2033",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FURB - Herbário Dr. Roberto Miguel Klein",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2008,2017-11-13
"158",NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"1627656","Pinopsida",194,"Brazil","Observations",NA,NA,28,"Brazil",87,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2015-06-13T19:39:50.000+0000",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-01-23T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1453058819","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1627656","3053893",NA,"1627656",NA,NA,NA,"iNaturalist",NA,NA,NA,"BR",1453058819,"Plantae",6,NA,"2017-11-06T20:28:06.617+0000","2017-10-08T15:13:11.189+0000","2017-10-08T15:13:10.748+0000",-29.276436,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-50.738452,"2017-09-22T03:56:24.000+0000",1,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1627656",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Luiz M. R. Gadelha Jr.",NA,"https://www.inaturalist.org/observations/1627656",NA,"© Luiz M. R. Gadelha Jr. some rights reserved","Luiz M. R. Gadelha Jr.",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"83168",2684940,NA,"SPECIES",NA,NA,NA,NA,NA,"2007-01-23","São Francisco de Paula, BR-RS, BR",NA,NA,NA,2007,2017-11-13
"159",NA,NA,"Pr",NA,NA,"PRESERVED_SPECIMEN",NA,"4920","Pinopsida",194,"Parque Estadual Lago Azul (PELA), Pr, Brazil","HCF",NA,NA,NA,"Brazil",72,NA,"dd31ac22-63d4-4bb4-a987-5eece5ffadb8","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","2007-03-13T00:00:00.000+0000",3,NA,NA,NA,NA,NA,600,0,NA,NA,"2007-03-03T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077470204","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.G. Caxambu","BRA:UTFPR:HCF:0000004920",NA,NA,NA,"Universidade Tecnológica Federal do Paraná (UTFPR)",NA,NA,NA,"BR",1077470204,"Plantae",6,"pt","2017-10-30T14:30:00.227+0000","2017-09-30T15:29:48.973+0000","2017-09-30T15:29:41.931+0000",-24.1,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Parque Estadual Lago Azul (PELA)",NA,NA,-52.3,NA,3,"Campo Mourão",NA,NA,NA,NA,"BRA:UTFPR:HCF:0000004920","árvore feminina, ca. 12 m de altura,com estróbilos (pinhas) em formação no ápice dos ramos.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Tecnológica Federal do Paraná (UTFPR)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","042a7696-696b-492b-ad3e-4076807eaeed","M.G. Caxambu","1437",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"160",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"342039","Pinopsida",194,"Paraná, Brazil, SOUTH_AMERICA","MBM",NA,"SOUTH_AMERICA",NA,"Brazil",69,NA,"3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","MBM - Herbário do Museu Botânico Municipal","2008-01-01T00:00:00.000+0000",9,NA,NA,NA,NA,NA,0,0,NA,NA,"2007-03-09T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1095620084","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordeiro, J; Barbosa, E","BRA:MBM:MBM:0000342039",NA,NA,NA,"MBM",NA,NA,NA,"BR",1095620084,"Plantae",6,"pt","2017-11-06T18:26:53.745+0000","2017-09-21T17:25:16.020+0000","2016-02-07T12:41:27.261+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,3,"Pinhais",NA,NA,NA,NA,"BRA:MBM:MBM:0000342039",NA,NA,"Pinales",640,NA,NA,NA,NA,"Museu Botânico Municipal de Curitiba, MBM",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","Ribeiro, IK","s.n.",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","MBM - Herbário do Museu Botânico Municipal",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"161",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"ESA055251","Pinopsida",194,"Fazenda Farofa, trilha do Meio. Floresta Ombrófila Mista., Santa Catarina, Brazil","ESA",NA,NA,NA,"Brazil",36,NA,"cbf8c968-37d6-45be-bf5c-e22914a384dc","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","2007-04-05T00:00:00.000+0000",4,NA,NA,NA,NA,NA,1540,0,NA,NA,"2007-04-04T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135880368","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodrigues, R.R.","BRA:ESALQ:ESA:0ESA055251",NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,NA,NA,"BR",1135880368,"Plantae",6,"pt","2017-11-06T16:37:44.042+0000","2017-02-16T17:59:39.869+0000","2015-09-10T13:42:59.915+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazenda Farofa, trilha do Meio. Floresta Ombrófila Mista.",NA,NA,NA,NA,4,"Urupema",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA055251",NA,NA,"Pinales",640,NA,NA,NA,NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","Loeuille, B.","159",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"162",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"71","Pinopsida",194,"Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-05T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1087710699","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heidrich, K.H.; Michelon, B.; Moro, L.","BRA:UDESC:LUSC:0000000071",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1087710699,"Plantae",6,"pt","2017-10-30T14:30:19.902+0000","2017-02-16T17:59:39.923+0000","2016-07-06T13:37:39.253+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,5,"Lages",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000000071","Folhas coriáceas, glabras com agudíssimos-pungentes; feminino; HABITO: arbórea",NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Heidrich, K.H.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"163",NA,NA,"Paraná",NA,NA,"PRESERVED_SPECIMEN",NA,"214","Pinopsida",194,"Paraná, Brazil","IRAI",NA,NA,NA,"Brazil",82,NA,"df761c30-988d-4ff8-b7d4-b24ff51c0c8d","IRAI - Herbário do Parque da Ciência Newton Freire Maia","2008-01-01T00:00:00.000+0000",3,NA,NA,NA,NA,NA,9999,0,NA,NA,"2007-09-03T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1090155895","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordeiro, J.; Barbosa, E.","BRA:PNFM:IRAI:0000000214",NA,NA,NA,"PNFM",NA,NA,NA,"BR",1090155895,"Plantae",6,"pt","2017-10-30T14:16:12.411+0000","2017-09-21T16:08:11.302+0000","2017-02-01T14:57:51.770+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,9,"Pinhais",NA,NA,NA,NA,"BRA:PNFM:IRAI:0000000214",NA,NA,"Pinales",640,NA,NA,NA,NA,"Parque da Ciência Newton Freire Maia (PNFM)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","a22bfc81-4a56-411f-9a83-860e28e22374","Ribeiro, I.K.","s.n.",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","IRAI - Herbário do Parque da Ciência Newton Freire Maia",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"164",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"2159","Pinopsida",194,"Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-12T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1087712761","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pikart, F.J.","BRA:UDESC:LUSC:0000002159",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1087712761,"Plantae",6,"pt","2017-10-30T14:30:20.830+0000","2017-02-16T17:59:39.920+0000","2016-07-06T13:37:39.849+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,10,"Lages",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000002159","Gimnosperma",NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Klauberg, C.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2007,2017-11-13
"165",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN",NA,"46617","Pinopsida",194,"Serra Negra, Serra da Caveira d#?#Anta., Minas Gerais, Brazil, SOUTH_AMERICA","CESJ",NA,"SOUTH_AMERICA",NA,"Brazil",73,NA,"330d773a-abe3-4234-b423-129dc4d00963","CESJ - Herbário Leopoldo Krieger",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-01-20T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077283301","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UFJF:CESJ:0000046617",NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,NA,NA,"BR",1077283301,"Plantae",6,"pt","2017-11-03T17:44:37.920+0000","2017-09-21T17:31:12.333+0000","2017-07-01T13:35:06.811+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Serra Negra, Serra da Caveira d#?#Anta.",NA,NA,NA,NA,1,"Rio Preto",NA,NA,NA,NA,"BRA:UFJF:CESJ:0000046617","Árvore ca. de 15m.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","303e2432-448c-41ec-be2b-020a25c7adc4","N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza","55",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","CESJ - Herbário Leopoldo Krieger",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
"166",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"48763","Pinopsida",194,"Santa Catarina, Brazil","FLOR",NA,NA,NA,"Brazil",73,NA,"121275a3-dcce-44f4-9868-37326e9f64ef","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","2006-02-01T00:00:00.000+0000",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-04-14T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077372334","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guariano, ESG","BRA:UFSC:FLOR:0000048763",NA,NA,NA,"Universidade Federal de Santa Catarina (UFSC)",NA,NA,NA,"BR",1077372334,"Plantae",6,"pt","2017-10-30T14:11:19.521+0000","2017-03-29T08:14:47.040+0000","2017-03-29T08:14:46.438+0000",-27.901389,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-51.155,NA,4,"Anita Garibaldi",NA,NA,NA,NA,"BRA:UFSC:FLOR:0000048763","árvore, Fruto Imaturo, verde, 15m altura; Floresta Ombrófila Mista, relevo suave ondulado, solo argiloso.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Santa Catarina (UFSC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d254f613-d4dd-4553-9fe3-b9485ca28371","Guarino, ESG; et alii","1000",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
"167",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"45869","Pinopsida",194,"Warnow Central., Santa Catarina, Brazil","FURB",NA,NA,NA,"Brazil",73,NA,"b9a43c60-d2b6-445c-9362-2db65465c963","FURB - Herbário Dr. Roberto Miguel Klein","2006-06-24T00:00:00.000+0000",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-24T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077424901","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalk, JM","BRA:FURB:FURB:0000045869",NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,NA,NA,"BR",1077424901,"Plantae",6,"pt","2017-10-30T14:09:45.040+0000","2017-10-30T14:10:28.935+0000","2017-10-30T14:09:45.080+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Warnow Central.",NA,NA,NA,NA,6,"Indaial",NA,NA,NA,NA,"BRA:FURB:FURB:0000045869",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","34e6e625-47cf-4d42-8054-af0c2f1b6e64","Ebert","s.n.",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FURB - Herbário Dr. Roberto Miguel Klein",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
"168",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"2262","Pinopsida",194,"Ilha das Flores., Santa Catarina, Brazil","JOI",NA,NA,NA,"Brazil",39,NA,"05776b2b-eda0-4a70-ba81-986e3f100e1a","JOI - Herbário Joinvillea","2006-09-02T00:00:00.000+0000",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-08-30T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135075314","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mehlhaff, B.","BRA:UNIVILLE:JOI:0000002262",NA,NA,NA,"UNIVILLE",NA,NA,NA,"BR",1135075314,"Plantae",6,"pt","2017-10-30T14:16:41.771+0000","2017-08-01T15:15:46.087+0000","2017-08-01T15:15:44.413+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Ilha das Flores.",NA,NA,NA,NA,8,"São Francisco do Sul",NA,NA,NA,NA,"BRA:UNIVILLE:JOI:0000002262",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade da Região de Joinville (UNIVILLE)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","efe6e324-c6aa-4ed0-9693-80e7ba5bab12","Björn Mehlhaff","50",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","JOI - Herbário Joinvillea",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
"169",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"45859","Pinopsida",194,"Campus I - FURB., Santa Catarina, Brazil","FURB",NA,NA,NA,"Brazil",73,NA,"b9a43c60-d2b6-445c-9362-2db65465c963","FURB - Herbário Dr. Roberto Miguel Klein","2006-11-06T00:00:00.000+0000",28,NA,NA,NA,NA,NA,38,0,NA,NA,"2006-08-28T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077424925","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beckhauser, TA","BRA:FURB:FURB:0000045859",NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,NA,NA,"BR",1077424925,"Plantae",6,"pt","2017-10-30T14:09:45.056+0000","2017-10-30T14:10:28.932+0000","2017-10-30T14:09:45.149+0000",-26.905556,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Campus I - FURB.",NA,NA,-49.079167,NA,8,"Blumenau",NA,NA,NA,NA,"BRA:FURB:FURB:0000045859",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","34e6e625-47cf-4d42-8054-af0c2f1b6e64","Beckhauser, T.A.","16",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FURB - Herbário Dr. Roberto Miguel Klein",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
"170",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"72","Pinopsida",194,"Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-10-12T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1087710694","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UDESC:LUSC:0000000072",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1087710694,"Plantae",6,"pt","2017-10-30T14:30:19.903+0000","2017-02-16T17:59:39.909+0000","2016-07-06T13:37:39.250+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,10,"Alfredo Wagner",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000000072","Perenifólia, com acículas simples, alternas. Flor dióica, estróbilo masculino cilindrico, alongado e com escamas coriáceas; HABITO: arbórea",NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Grudtner, A.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2006,2017-11-13
