"","lon","lat"
"923",-50.306111,-26.219444
"924",-50.386583,-29.429653
"925",-52.778869,-27.100717
"926",-50.301211,-26.242403
"927",-50.581747,-25.382203
"928",-50.2,-29.48
"929",-50.301156,-26.2413
"930",-48.5,-23.95
"931",-52.779719,-27.088608
"932",-51.818639,-26.798667
"933",-51.806778,-26.801222
"934",-51.806778,-26.826806
"935",-51.865222,-26.786278
"936",-51.965694,-26.754028
"937",-51.975361,-26.760667
"938",-52.022611,-26.815417
"939",-51.935139,-26.702194
"940",-51.978333,-26.831444
"941",-51.988722,-26.834722
"942",-51.934,-26.724722
"943",-50.058,-29.164
"944",-52.562,-30.561
"945",-44.623719,-21.976161
"946",-50.385189,-29.418667
"947",-52.529317,-29.626631
"948",-52.784722,-27.107778
"949",-51.154167,-28.215444
"950",-50.393564,-29.015876
"951",-50.603608,-29.40939
"952",-52.166389,-28.278889
"953",-49.158056,-25.320278
"954",-52.185422,-28.281858
